"Artikel-Nr.";"Marke";"Bezeichnung";"EAN";"Status";"Sperrgut";"Palletenartikel";"Nicht für Endkunden";"Gewicht (Kg)";"Höhe (cm)";"Breite (cm)";"Tiefe (cm)";"Nachfolger";"Alternativen";"Einheit";"VE";"MwSt";"Endkundenpreis (€)";"Händlerpreis (€)";"Endkunden-Sonderpreis (€)";"Händler-Sonderpreis (€)";"Rabattstaffel 1 (Menge)";"Rabattstaffel 1 (%)";"Rabattstaffel 1(€)";"Rabattstaffel 2 (Menge)";"Rabattstaffel 2 (%)";"Rabattstaffel 2(€)";"Rabattstaffel 3 (Menge)";"Rabattstaffel 3 (%)";"Rabattstaffel 3(€)";"Rabattstaffel 4 (Menge)";"Rabattstaffel 4 (%)";"Rabattstaffel 4(€)";"Rabattstaffel 5 (Menge)";"Rabattstaffel 5 (%)";"Rabattstaffel 5(€)";"Rabattstaffel 6 (Menge)";"Rabattstaffel 6 (%)";"Rabattstaffel 6(€)";"Bestand";"Kommentar"
"401115";"Dutch Passion";"Dutch Passion, Crystal White Kush, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"106,00";"50,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401116";"Dutch Passion";"Dutch Passion, Gorilla Glue 2.0, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"46,76";"98,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401117";"Dutch Passion";"Dutch Passion, Auto Creeper®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"39,00";"18,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401118";"Dutch Passion";"Dutch Passion, Fat Pete’S Cookies Auto®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"33,00";"15,68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401119";"Dutch Passion";"Dutch Passion, Auto Bruce Lemon Diesel®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"42,00";"19,96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401120";"Dutch Passion";"Dutch Passion, Auto Elephant, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"40,00";"19,01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401121";"Dutch Passion";"Dutch Passion, Auto Sweet Bourbon Kush, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"39,00";"18,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401122";"Dutch Passion";"Dutch Passion, Auto Northern Dragon Fuel, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"45,00";"21,38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401123";"Dutch Passion";"Dutch Passion, Auto Ak Triple Haze, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"48,00";"22,81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401124";"Dutch Passion";"Dutch Passion, Auto Purple Og Punch, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"16,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401125";"Dutch Passion";"Dutch Passion, Auto Creeper®, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"62,00";"29,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401126";"Dutch Passion";"Dutch Passion, Fat Pete’S Cookies Auto®, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"52,00";"24,83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401127";"Dutch Passion";"Dutch Passion, Auto Bruce Lemon Diesel®, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"67,00";"31,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401128";"Dutch Passion";"Dutch Passion, Auto Elephant, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"63,00";"30,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401129";"Dutch Passion";"Dutch Passion, Auto Sweet Bourbon Kush, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"62,00";"29,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401130";"Dutch Passion";"Dutch Passion, Auto Northern Dragon Fuel, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"71,00";"33,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401131";"Dutch Passion";"Dutch Passion, Auto Ak Triple Haze, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"76,00";"36,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401132";"Dutch Passion";"Dutch Passion, Auto Purple Og Punch, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"55,00";"26,33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401133";"Dutch Passion";"Dutch Passion, Auto Creeper®, Autoflowering, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"94,00";"44,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401134";"Dutch Passion";"Dutch Passion, Fat Pete’S Cookies Auto®, Autoflowering, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"79,00";"37,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401135";"Dutch Passion";"Dutch Passion, Auto Bruce Lemon Diesel®, Autoflowering, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"101,00";"47,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401136";"Dutch Passion";"Dutch Passion, Auto Elephant, Autoflowering, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"96,00";"45,62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401137";"Dutch Passion";"Dutch Passion, Auto Sweet Bourbon Kush, Autoflowering, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"94,00";"44,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401138";"Dutch Passion";"Dutch Passion, Auto Northern Dragon Fuel, Autoflowering, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"108,00";"51,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401139";"Dutch Passion";"Dutch Passion, Auto Ak Triple Haze, Autoflowering, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"115,00";"54,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401140";"Dutch Passion";"Dutch Passion, Auto Purple Og Punch, Autoflowering, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"84,00";"39,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401141";"Dutch Passion";"Dutch Passion, Creamy Kees - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"120,00";"57,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401142";"Dutch Passion";"Dutch Passion, Creeper - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"45,00";"21,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401143";"Dutch Passion";"Dutch Passion, Frosty Friday - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"90,00";"42,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401144";"Dutch Passion";"Dutch Passion, Golden Apple Haze - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"85,00";"40,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401145";"Dutch Passion";"Dutch Passion, Karel’S Dank - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"55,00";"26,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401146";"Dutch Passion";"Dutch Passion, Karel’S Haze - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"110,00";"52,27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401147";"Dutch Passion";"Dutch Passion, Karel’S Herer Haze - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"115,00";"54,65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401148";"Dutch Passion";"Dutch Passion, Kees’ Old School Haze - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"240,00";"114,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401149";"Dutch Passion";"Dutch Passion, Kosher Haze - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"90,00";"42,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401150";"Dutch Passion";"Dutch Passion, Prima Holandica - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"100,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401151";"Dutch Passion";"Dutch Passion, Friesland - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"150,00";"71,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401152";"Dutch Passion";"Dutch Passion, Sour Tangie Dawg - Regular, Regular, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"140,00";"72,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401153";"Dutch Passion";"Dutch Passion, Creamy Kees - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"200,00";"95,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401154";"Dutch Passion";"Dutch Passion, Creeper - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"75,00";"35,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401155";"Dutch Passion";"Dutch Passion, Frosty Friday - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"150,00";"71,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401156";"Dutch Passion";"Dutch Passion, Golden Apple Haze - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"140,00";"66,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401157";"Dutch Passion";"Dutch Passion, Karel’S Dank - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"90,00";"42,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401158";"Dutch Passion";"Dutch Passion, Karel’S Haze - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"180,00";"85,54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401159";"Dutch Passion";"Dutch Passion, Karel’S Herer Haze - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"190,00";"90,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401160";"Dutch Passion";"Dutch Passion, Kees’ Old School Haze - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"400,00";"190,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401161";"Dutch Passion";"Dutch Passion, Kosher Haze - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"150,00";"71,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401162";"Dutch Passion";"Dutch Passion, Prima Holandica - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"170,00";"80,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401163";"Dutch Passion";"Dutch Passion, Friesland - Regular, Regular, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"290,00";"137,81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401164";"Dutch Passion";"Dutch Passion, Blueberry - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"69,95";"33,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401165";"Dutch Passion";"Dutch Passion, Durban Poison - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"44,95";"21,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401166";"Dutch Passion";"Dutch Passion, Euforia - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"49,95";"23,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401167";"Dutch Passion";"Dutch Passion, Hollands Hope - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"29,95";"14,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401168";"Dutch Passion";"Dutch Passion, Mazar - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"69,95";"33,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401169";"Dutch Passion";"Dutch Passion, Orange Bud - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"54,95";"26,17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401170";"Dutch Passion";"Dutch Passion, Orange Hill Special - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,95";"28,54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401171";"Dutch Passion";"Dutch Passion, Passion #1 - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"44,95";"21,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401172";"Dutch Passion";"Dutch Passion, Power Plant - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,95";"28,54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401173";"Dutch Passion";"Dutch Passion, Purple #1 - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"44,95";"21,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401174";"Dutch Passion";"Dutch Passion, Shaman® - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"29,95";"14,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401175";"Dutch Passion";"Dutch Passion, Skunk #1 - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"29,95";"14,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401176";"Dutch Passion";"Dutch Passion, White Widow - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"69,95";"33,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401177";"Dutch Passion";"Dutch Passion, White Widox X The Ultimate - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"64,95";"30,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401178";"Dutch Passion";"Dutch Passion, Ice Cream Haze - Regular, Regular, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"149,95";"74,98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401179";"Paradise";"Paradise Seeds, Apricot Candy, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"300,00";"150,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401180";"Paradise";"Paradise Seeds, Atomcial Haze, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"440,00";"220,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401181";"Paradise";"Paradise Seeds, Californian Gold, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"360,00";"180,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401182";"Paradise";"Paradise Seeds, Chocolate Wafflez, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"300,00";"150,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401183";"Paradise";"Paradise Seeds, Dutch Dragon , Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"260,00";"130,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401184";"Paradise";"Paradise Seeds, Dutch Kush, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"300,00";"150,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401185";"Paradise";"Paradise Seeds, Glowstarz, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"300,00";"150,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401186";"Paradise";"Paradise Seeds, Nebula, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"360,00";"180,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401187";"Paradise";"Paradise Seeds, Origwhite Widow, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"360,00";"180,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401188";"Paradise";"Paradise Seeds, Sensi Star, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"440,00";"220,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401189";"Paradise";"Paradise Seeds, Space Cookies, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"220,00";"110,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401190";"Paradise";"Paradise Seeds, Tangerine Sorbet, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"300,00";"150,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401191";"Paradise";"Paradise Seeds, Wappa, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"220,00";"110,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401192";"Paradise";"Paradise Seeds, White Noise, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"360,00";"180,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401193";"Paradise";"Paradise Seeds, Blue Kush Berry, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"300,00";"150,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401194";"Paradise";"Paradise Seeds, L.A. Amnesia, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"300,00";"150,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401195";"Paradise";"Paradise Seeds, Mendocino Skunk, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"300,00";"150,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401196";"Paradise";"Paradise Seeds, Auto Acid, Autoflowering, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"260,00";"130,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401197";"Paradise";"Paradise Seeds, Auto Jack, Autoflowering, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"260,00";"130,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
